from_bus,to_bus,p_from_mw,p_to_mw,p_loss_mw
8,9,0.250640714565618,-0.250349676406462,0.000291038159156265
9,10,0.250349676406462,-0.250055619179264,0.000294057227197331
10,11,0.250055619179174,-0.250000068327219,5.55508519550774e-05
16,17,0.902562494666197,-0.897732475266671,0.00483001939952621
17,18,0.897732475266738,-0.894985051296526,0.00274742397021188
21,22,1.19999848761828,-1.19543325042084,0.00456523719744673
26,27,0.763668881352597,-0.762893238439337,0.000775642913260599
27,28,0.76289323843947,-0.760000615244151,0.00289262319531902
16,22,-1.18256258169544,1.19543325042077,0.0128706687253302
